"","sample_number","sample_name","samplename_sequencing_manifest","final_libary_names","dship_operation","niskin.bottle","description","Est_depth","Other_Depth_m","Bottle_Depth_m","Bottle_Temp","Bottle_Salinity","type","date_filtered","volume_filtered","rna_shield","filtered_by","field_box_cell","location_field","notes","sample_conc_ng.ul","extracted.by","extracted.on","final_storage_box_cell","sequencing_job","sequencing_run_plate_well","sequencing_notes","sequencing_job_2","sample_sequencing2_manifest2","sequencing2_run_plate_well","sequencing2_notes","libraryname_pro","libraryname_euk","proQC","eukQC"
"20200405_OC_N1_372_18S.exp.",372,"20200405_OC_N1","20200405_OC_N1_372","20200405_OC_N1_372","PS122/3_34-76 CTD_SBE9plus_935","1","OC BGC cast","",NA,5.194,-1.8686,34.1608,"CTD","20200405","1000","no","Jeff","5_48","JBCOLD_1","","0.659","emelia",20201117,"4_65","2012220-1","1_4_E5","","","","","","20200405_OC_N1_372_16S.exp.","20200405_OC_N1_372_18S.exp.",NA,NA
"20200405_OC_N2_373_18S.exp.",373,"20200405_OC_N2","20200405_OC_N2_373","20200405_OC_N2_373","PS122/3_34-76 CTD_SBE9plus_935","2","OC BGC cast","",NA,5.191,-1.87,34.161,"CTD","20200405","1000","no","Jeff","5_49","JBCOLD_1","bottle file is labeled ""2"" not ""3""","0.391","emelia",20201117,"4_66","2012220-1","1_4_E6","","","","","","20200405_OC_N2_373_16S.exp.","20200405_OC_N2_373_18S.exp.",NA,NA
"20200405_OC_N3_374_18S.exp.",374,"20200405_OC_N3","20200405_OC_N3_374","20200405_OC_N3_374","PS122/3_34-76 CTD_SBE9plus_935","3","OC BGC cast","",NA,5.192,-1.8683,34.1609,"CTD","20200405","1000","no","Jeff","5_50","JBCOLD_1","","0.382","emelia",20201117,"4_67","2012220-1","1_4_E7","","","","","","20200405_OC_N3_374_16S.exp.","20200405_OC_N3_374_18S.exp.",NA,NA
"20200405_OC_N4_375_18S.exp.",375,"20200405_OC_N4","20200405_OC_N4_375","20200405_OC_N4_375","PS122/3_34-76 CTD_SBE9plus_935","4","OC BGC cast","",NA,5.19,-1.8666,34.1608,"CTD","20200405","1000","no","Jeff","5_51","JBCOLD_1","","0.393","emelia",20201117,"4_68","2012220-1","1_4_E8","","","","","","20200405_OC_N4_375_16S.exp.","20200405_OC_N4_375_18S.exp.",NA,NA
"20200405_OC_N5_376_18S.exp.",376,"20200405_OC_N5","20200405_OC_N5_376","20200405_OC_N5_376","PS122/3_34-76 CTD_SBE9plus_935","5","OC BGC cast","",NA,5.19,-1.8673,34.1609,"CTD","20200405","1000","no","Jeff","5_52","JBCOLD_1","","0.523","emelia",20201117,"4_69","2012220-1","1_4_E9","","","","","","20200405_OC_N5_376_16S.exp.","20200405_OC_N5_376_18S.exp.",NA,NA
"20200405_OC_N6_377_18S.exp.",377,"20200405_OC_N6","20200405_OC_N6_377","20200405_OC_N6_377","PS122/3_34-76 CTD_SBE9plus_935","6","OC BGC cast","",NA,5.19,-1.8685,34.1606,"CTD","20200405","1000","no","Jeff","5_53","JBCOLD_1","","0.434","emelia",20201117,"4_70","2012220-1","1_4_E10","","","","","","20200405_OC_N6_377_16S.exp.","20200405_OC_N6_377_18S.exp.",NA,NA
"20200405_OC_N7_378_18S.exp.",378,"20200405_OC_N7","20200405_OC_N7_378","20200405_OC_N7_378","PS122/3_34-76 CTD_SBE9plus_935","7","OC BGC cast","",NA,5.188,-1.8673,34.1607,"CTD","20200405","1000","no","Jeff","5_54","JBCOLD_1","","0.716","emelia",20201117,"4_71","2012220-1","1_4_E11","","","","","","20200405_OC_N7_378_16S.exp.","20200405_OC_N7_378_18S.exp.",NA,NA
"20200405_OC_N8_379_18S.exp.",379,"20200405_OC_N8","20200405_OC_N8_379","20200405_OC_N8_379","PS122/3_34-76 CTD_SBE9plus_935","8","OC BGC cast","",NA,5.188,-1.8693,34.1617,"CTD","20200405","1000","no","Jeff","5_55","JBCOLD_1","","0.779","emelia",20201117,"4_72","2012220-1","1_4_E12","needs to be resequenced due to bad library build"," A21604-1","20200405_OC_N8_379","1_1_D4","Bad library build for 16S, 18S sequence data only","20200405_OC_N8_379_16S.exp.","20200405_OC_N8_379_18S.exp.","librarymissing",NA
"20200405_OC_N9_380_18S.exp.",380,"20200405_OC_N9","20200405_OC_N9_380","20200405_OC_N9_380","PS122/3_34-76 CTD_SBE9plus_935","9","OC BGC cast","",NA,5.182,-1.8681,34.1619,"CTD","20200405","1000","no","Jeff","5_56","JBCOLD_1","","0.838","emelia",20201117,"4_73","2012220-1","2_4_F1","","","","","","20200405_OC_N9_380_16S.exp.","20200405_OC_N9_380_18S.exp.",NA,NA
"20200405_OC_N10_381_18S.exp.",381,"20200405_OC_N10","20200405_OC_N10_381","20200405_OC_N10_381","PS122/3_34-76 CTD_SBE9plus_935","10","OC BGC cast","",NA,5.186,-1.8694,34.1624,"CTD","20200405","1000","no","Jeff","5_57","JBCOLD_1","","0.516","emelia",20201117,"4_74","2012220-1","2_4_F2","","","","","","20200405_OC_N10_381_16S.exp.","20200405_OC_N10_381_18S.exp.",NA,NA
"20200405_OC_N12_382_18S.exp.",382,"20200405_OC_N12","20200405_OC_N12_382","20200405_OC_N12_382","PS122/3_34-76 CTD_SBE9plus_935","12","OC BGC cast","",NA,5.19,-1.8704,34.1608,"CTD","20200405","1000","no","Jeff","5_58","JBCOLD_1","","0.472","emelia",20201117,"4_75","2012220-1","2_4_F3","","","","","","20200405_OC_N12_382_16S.exp.","20200405_OC_N12_382_18S.exp.",NA,NA
